row_id,fault_type,fault_bus,fault_impedance_ohm,pre_fault_voltage_pu,fault_voltage_pu,fault_current_pu,fault_current_ka,Ia_ka,Ib_ka,Ic_ka,I1_ka,I2_ka,I0_ka,Va_pu,Vb_pu,Vc_pu,loading_pu
23,LLL,0,0.8733,1.06,0.0922,21.5914,9.2339,9.2339,8.3972,8.662,8.7632,0.1867,0.3273,0.1052,0.0995,0.0922,0.0
24,LLL,0,0.0555,1.06,0.004,22.3105,9.5415,8.1127,9.5415,9.4292,9.0252,0.3012,0.6138,0.004,0.0105,0.0147,0.0
25,LLL,0,0.2311,1.06,0.0254,23.5749,10.0822,9.8211,6.9276,10.0822,8.8994,0.7479,1.5076,0.0318,0.0327,0.0254,0.0
26,LLL,0,0.1101,1.06,0.0088,21.5771,9.2278,8.6783,9.2278,9.2093,9.032,0.2978,0.3044,0.0163,0.0125,0.0088,0.0
27,LLL,0,0.2735,1.06,0.0265,22.0336,9.423,9.423,9.2713,8.5012,8.9724,1.144,0.7267,0.027,0.029,0.0265,0.0
28,LLL,0,0.2993,1.06,0.0349,23.6292,10.1054,10.1054,9.1159,9.2546,9.4902,0.293,0.3718,0.0349,0.0352,0.0428,0.0
29,LLL,0,17.322,1.06,0.8928,9.7319,4.162,4.0542,3.7819,4.162,3.9906,0.1468,0.2714,0.8928,0.9023,0.9098,0.0
30,LLL,0,0.1481,1.06,0.0108,21.2226,9.0762,9.0762,7.8033,8.4961,8.4437,0.6942,0.1976,0.0136,0.0108,0.0144,0.0
31,LLL,0,0.2175,1.06,0.0183,21.6127,9.2431,8.7096,7.009,9.2431,8.2825,0.6095,1.0809,0.0183,0.0276,0.0201,0.0
32,LLL,0,5.4138,1.06,0.5043,18.5789,7.9456,6.5437,7.9456,7.367,7.2841,0.3642,0.4657,0.509,0.508,0.5043,0.0
33,LLL,0,0.1541,1.06,0.0118,22.2354,9.5093,9.5093,9.1248,8.7641,9.1138,0.268,0.6056,0.0118,0.0156,0.0255,0.0
34,LLL,0,16.0491,1.06,0.8453,10.4939,4.4879,4.4879,4.2248,4.1193,4.2755,0.1454,0.1369,0.8545,0.8453,0.878,0.0
35,LLL,0,0.2237,1.06,0.0274,19.8123,8.4731,8.4731,8.3851,1.5144,6.1169,2.308,2.3212,0.0297,0.0274,0.0278,0.0
36,LLL,0,0.0416,1.06,0.0048,22.5384,9.6389,9.3049,9.4259,9.6389,9.4413,0.3182,0.4543,0.0087,0.0048,0.0107,0.0
37,LLL,0,0.141,1.06,0.0137,22.4011,9.5802,8.378,9.5802,9.5772,9.1746,0.2478,0.574,0.0137,0.018,0.017,0.0
38,LLL,0,0.1791,1.06,0.0146,20.8506,8.9171,8.9171,8.0883,7.8288,7.9155,1.7635,1.7254,0.0246,0.0195,0.0146,0.0
39,LLL,0,0.2118,1.06,0.0219,21.8985,9.3653,8.2875,9.035,9.3653,8.892,0.5062,0.1302,0.0219,0.0289,0.0246,0.0
40,LLL,0,0.1545,1.06,0.0083,22.3958,9.5779,9.2633,9.5779,9.1197,9.3065,0.4843,0.2412,0.0157,0.0277,0.0083,0.0
41,LLL,1,0.2441,1.045,0.0334,24.3619,10.4188,9.9041,9.8168,10.4188,10.0328,0.556,0.1932,0.0385,0.0436,0.0334,0.217
42,LLL,1,0.2803,1.045,0.0367,24.444,10.4539,10.4539,10.3152,10.2004,10.3116,0.3985,0.2996,0.0434,0.0367,0.0368,0.217
43,LLL,1,29.8883,1.045,1.014,5.905,2.5254,2.1489,1.8693,2.5254,2.1804,0.203,0.1863,1.0209,1.0323,1.014,0.217
44,LLL,1,1.9037,1.045,0.2192,23.5642,10.0776,9.2481,0.7597,10.0776,6.6812,2.6135,3.3295,0.2396,0.2192,0.2385,0.217
45,LLL,1,0.2527,1.045,0.0284,22.308,9.5404,8.8823,8.3387,9.5404,8.7832,1.3854,0.8676,0.0351,0.0284,0.035,0.217
46,LLL,1,0.1793,1.045,0.0206,26.246,11.2246,10.0421,10.6622,11.2246,10.6302,0.305,0.6411,0.0225,0.0298,0.0206,0.217
47,LLL,1,0.0208,1.045,0.0045,24.6373,10.5366,8.2909,8.755,10.5366,9.1814,0.581,0.9129,0.0081,0.0062,0.0045,0.217
48,LLL,1,0.1467,1.045,0.0165,25.6983,10.9903,10.9903,9.4078,8.3079,9.4615,0.2079,1.791,0.0222,0.0217,0.0165,0.217
49,LLL,1,0.1018,1.045,0.0047,22.604,9.667,9.1791,9.667,9.2071,9.3343,0.3577,0.4846,0.0117,0.0274,0.0047,0.217
50,LLL,1,0.5529,1.045,0.0666,24.8376,10.6222,8.9017,9.1683,10.6222,9.4143,1.2085,1.3973,0.0666,0.0743,0.0688,0.217
51,LLL,1,3.3771,1.045,0.3851,21.6028,9.2388,9.2388,9.1619,0.9877,6.4397,3.1534,2.3115,0.4043,0.3851,0.3862,0.217
52,LLL,1,0.0087,1.045,0.0036,22.6905,9.704,8.7751,8.6398,9.704,8.897,1.1319,1.2254,0.0038,0.0082,0.0036,0.217
53,LLL,1,0.0337,1.045,0.0015,23.7738,10.1673,10.1673,8.841,9.736,9.5248,0.9131,0.7433,0.0015,0.0068,0.0075,0.217
54,LLL,1,0.1862,1.045,0.0237,25.9973,11.1182,11.1182,10.0752,10.6492,10.6096,0.3746,0.373,0.0237,0.024,0.0336,0.217
55,LLL,1,0.1901,1.045,0.0204,26.0276,11.1311,11.1311,10.9427,9.977,10.6805,0.2401,0.5146,0.0303,0.0226,0.0204,0.217
56,LLL,1,11.2889,1.045,0.7986,13.6898,5.8547,5.2278,5.8547,5.4744,5.5122,0.3689,0.0738,0.8233,0.8145,0.7986,0.217
57,LLL,1,0.6916,1.045,0.0832,24.944,10.6677,10.1462,10.6677,10.1515,10.31,0.4145,0.362,0.0942,0.0924,0.0832,0.217
58,LLL,1,0.0386,1.045,0.0114,22.9976,9.8353,9.5338,9.0108,9.8353,9.4195,0.573,0.743,0.0144,0.0114,0.0117,0.217
59,LLL,1,0.0938,1.045,0.0067,24.299,10.3919,10.3919,9.8335,10.1192,10.0758,0.477,0.7826,0.0067,0.0103,0.0133,0.217
60,LLL,1,0.2667,1.045,0.0275,23.6479,10.1134,9.946,2.0038,10.1134,7.2689,2.0912,3.3461,0.0331,0.0275,0.0497,0.217
61,LLL,1,0.1995,1.045,0.0168,23.937,10.2371,9.0711,10.2371,8.7023,9.2348,1.1675,0.9791,0.021,0.0293,0.0168,0.217
62,LLL,1,14.2639,1.045,0.8825,12.4885,5.3409,4.6461,5.3409,4.9145,4.9634,0.0979,0.332,0.8825,0.8987,0.908,0.217
63,LLL,1,0.0638,1.045,0.0092,23.935,10.2362,9.4703,10.2362,8.7058,9.4704,0.393,0.4924,0.0092,0.0104,0.011,0.217
64,LLL,1,0.187,1.045,0.0215,23.8868,10.2156,9.1812,10.2156,9.8474,9.6239,0.7747,1.4097,0.0276,0.0215,0.0281,0.217
65,LLL,1,0.1305,1.045,0.019,27.5967,11.8022,10.0144,10.4789,11.8022,10.7113,1.1388,0.6587,0.0196,0.019,0.0264,0.217
66,LLL,1,0.5323,1.045,0.0632,24.3257,10.4033,10.2023,10.4033,9.3062,9.9681,0.4488,0.2764,0.0761,0.0632,0.0645,0.217
67,LLL,1,0.0985,1.045,0.0118,25.2557,10.801,10.5896,10.801,9.9469,10.3428,0.7784,1.2911,0.019,0.0188,0.0118,0.217
68,LLL,1,10.579,1.045,0.7802,13.7509,5.8808,5.8808,5.8508,5.2517,5.6578,0.259,0.2335,0.82,0.7802,0.7877,0.217
69,LLL,1,0.1976,1.045,0.0221,25.345,10.8392,10.8392,10.581,10.3517,10.5805,0.4659,0.1933,0.0329,0.035,0.0221,0.217
70,LLL,1,0.103,1.045,0.0072,25.1843,10.7705,10.5457,10.5343,10.7705,10.6017,0.4773,0.3263,0.0144,0.012,0.0072,0.217
71,LLL,1,0.1229,1.045,0.014,26.5598,11.3587,11.3587,10.605,10.2855,10.6974,0.628,0.9645,0.0187,0.02,0.014,0.217
72,LLL,1,0.7943,1.045,0.1021,24.7589,10.5885,9.7806,10.5885,9.3607,9.8808,0.6227,0.6698,0.1056,0.1021,0.1026,0.217
73,LLL,1,0.024,1.045,0.0025,23.1145,9.8853,9.5084,9.8853,9.4197,9.5268,0.9157,0.8294,0.0071,0.0025,0.0049,0.217
74,LLL,1,0.1975,1.045,0.0218,25.1067,10.7373,10.578,10.1051,10.7373,10.4721,0.2972,0.1087,0.0221,0.0218,0.0218,0.217
75,LLL,1,0.0681,1.045,0.0025,24.7345,10.5781,10.1221,10.5781,9.2344,9.9533,0.8805,0.1813,0.0025,0.0068,0.0145,0.217
76,LLL,1,0.0027,1.045,0.0116,24.6203,10.5293,8.9771,9.8905,10.5293,9.7882,0.5279,0.5806,0.0128,0.0116,0.0122,0.217
77,LLL,1,0.2051,1.045,0.0216,24.8398,10.6232,10.1143,10.1586,10.6232,10.1845,0.9047,1.254,0.026,0.0266,0.0216,0.217
78,LLL,1,17.9757,1.045,0.9252,9.5317,4.0764,4.0764,4.0452,4.0118,4.0271,0.2736,0.2561,0.9252,0.9705,0.9308,0.217
79,LLL,1,0.0632,1.045,0.0043,25.113,10.74,9.8563,10.74,10.6073,10.3827,0.4353,0.5879,0.0075,0.0043,0.0069,0.217
80,LLL,1,0.2608,1.045,0.0208,24.1737,10.3383,10.3383,9.5894,10.2095,10.0378,0.0851,0.51,0.0208,0.0377,0.0358,0.217
81,LLL,2,0.1861,1.01,0.0087,15.0831,6.4505,6.4505,5.7164,6.1627,6.1015,0.053,0.4365,0.0093,0.0087,0.0178,0.942
82,LLL,2,17.7287,1.01,0.7828,10.2716,4.3928,3.6727,4.3928,3.2583,3.7685,0.475,0.1996,0.7831,0.7828,0.808,0.942
83,LLL,2,0.0039,1.01,0.004,13.98,5.9788,5.6533,5.9788,5.8946,5.8396,0.0286,0.2205,0.0058,0.0113,0.004,0.942
84,LLL,2,0.1973,1.01,0.0152,14.0077,5.9906,5.8098,5.9857,5.9906,5.9287,0.0393,0.0796,0.0228,0.0201,0.0152,0.942
85,LLL,2,0.6934,1.01,0.0515,14.8405,6.3468,6.3468,6.3215,5.8935,6.1872,0.1662,0.128,0.0528,0.0515,0.0563,0.942
86,LLL,2,0.6412,1.01,0.0435,13.3361,5.7034,5.3651,5.7034,5.568,5.5436,0.1981,0.042,0.0484,0.0535,0.0435,0.942
87,LLL,2,0.199,1.01,0.0116,15.0503,6.4365,6.4365,6.1682,6.2703,6.2879,0.2049,0.1333,0.0203,0.0116,0.0196,0.942
88,LLL,2,0.1581,1.01,0.011,15.5312,6.6422,6.4524,6.2891,6.6422,6.4589,0.21,0.0774,0.0164,0.0163,0.011,0.942
89,LLL,2,1.1828,1.01,0.0917,14.4166,6.1655,5.3533,6.1655,6.0475,5.8291,0.4557,0.4781,0.092,0.0917,0.0957,0.942
90,LLL,2,0.3278,1.01,0.03,14.8277,6.3413,6.3413,5.4907,6.1268,5.9853,0.323,0.1937,0.03,0.0319,0.03,0.942
91,LLL,2,0.1379,1.01,0.0087,13.7952,5.8998,5.8485,5.8998,5.602,5.7778,0.0915,0.2705,0.0087,0.01,0.0196,0.942
92,LLL,2,0.136,1.01,0.0016,14.4696,6.1882,6.1597,6.1882,6.0281,6.1224,0.1767,0.0989,0.0016,0.0216,0.015,0.942
93,LLL,2,0.0201,1.01,0.0048,15.9654,6.8279,6.5516,6.8279,5.8963,6.4165,0.1807,0.4818,0.0066,0.0048,0.0077,0.942
94,LLL,2,0.3723,1.01,0.0268,14.8663,6.3578,6.2487,6.3578,6.2586,6.2835,0.1772,0.1814,0.0345,0.0268,0.0327,0.942
95,LLL,2,0.0045,1.01,0.0012,16.3802,7.0053,6.2766,6.7151,7.0053,6.6462,0.5712,0.1509,0.0048,0.0025,0.0012,0.942
96,LLL,2,0.2069,1.01,0.0031,14.752,6.309,1.2184,6.309,5.7899,4.4294,1.8301,1.403,0.0202,0.0031,0.0189,0.942
97,LLL,2,40.0,1.01,0.9582,4.5177,1.9321,1.9321,1.8654,1.7024,1.8303,0.0304,0.1388,1.0013,0.9879,0.9582,0.942
98,LLL,2,0.0006,1.01,0.0031,13.7731,5.8903,1.1787,5.8903,5.3593,4.1347,1.5844,1.4129,0.0031,0.0037,0.005,0.942
99,LLL,2,0.0598,1.01,0.0036,16.3168,6.9781,6.9781,6.0222,6.6288,6.543,0.2931,0.2665,0.0036,0.0064,0.0037,0.942
100,LLL,2,0.3655,1.01,0.0159,14.4011,6.1589,5.9259,5.7711,6.1589,5.9513,0.0905,0.1559,0.0348,0.0302,0.0159,0.942
101,LLL,2,2.6221,1.01,0.1845,13.4208,5.7396,5.7396,5.3008,5.567,5.5218,0.3317,0.2791,0.2028,0.1955,0.1845,0.942
102,LLL,2,0.0378,1.01,0.0048,14.6586,6.269,6.269,6.101,6.022,6.1289,0.1506,0.0987,0.013,0.0068,0.0048,0.942
103,LLL,2,0.1707,1.01,0.0142,14.4562,6.1824,5.6123,6.1824,5.9411,5.9105,0.2305,0.1351,0.0194,0.0142,0.0172,0.942
104,LLL,2,0.0761,1.01,0.0035,14.25,6.0943,5.9204,6.0943,6.0264,6.0127,0.0965,0.0928,0.0035,0.0118,0.0049,0.942
105,LLL,2,0.64,1.01,0.0474,14.645,6.2632,6.2632,6.2586,6.171,6.2262,0.1895,0.1588,0.0474,0.0475,0.0542,0.942
106,LLL,2,0.2488,1.01,0.0196,15.1747,6.4897,6.4897,5.8002,6.3927,6.214,0.2541,0.4439,0.0214,0.0274,0.0196,0.942
107,LLL,2,0.6701,1.01,0.0521,14.9615,6.3985,5.6975,6.2862,6.3985,6.1234,0.3735,0.0703,0.0521,0.0591,0.0529,0.942
108,LLL,2,0.2266,1.01,0.0202,14.2102,6.0772,6.0772,5.9556,5.8947,5.9612,0.3297,0.2672,0.0202,0.0276,0.0247,0.942
109,LLL,2,13.2285,1.01,0.6882,10.4993,4.4902,4.4902,4.3759,4.2077,4.3524,0.2366,0.0769,0.6994,0.6882,0.7247,0.942
110,LLL,2,0.0241,1.01,0.0041,14.8913,6.3685,5.9807,6.051,6.3685,6.1204,0.2679,0.3412,0.0041,0.008,0.0089,0.942
111,LLL,2,0.7271,1.01,0.0484,14.2398,6.0899,5.9433,5.6496,6.0899,5.8912,0.258,0.0544,0.0552,0.0616,0.0484,0.942
112,LLL,2,0.3503,1.01,0.0302,14.2282,6.0849,6.0197,5.0196,6.0849,5.7055,0.4547,0.2446,0.0366,0.0316,0.0302,0.942
113,LLL,2,0.425,1.01,0.0328,15.0452,6.4343,6.4343,5.3228,5.9123,5.8877,0.2317,0.4205,0.0347,0.0347,0.0328,0.942
114,LLL,2,14.2409,1.01,0.7009,9.5294,4.0754,3.9009,3.9282,4.0754,3.9509,0.3179,0.2032,0.7418,0.7305,0.7009,0.942
115,LLL,2,0.8621,1.01,0.0609,14.9254,6.3831,5.74,6.3831,6.3608,6.1563,0.3339,0.1979,0.0609,0.0629,0.0658,0.942
116,LLL,2,0.1593,1.01,0.0133,14.9398,6.3893,6.3893,6.11,6.2015,6.233,0.0388,0.1373,0.0133,0.0168,0.0143,0.942
117,LLL,2,0.1941,1.01,0.0089,14.5062,6.2038,6.2038,5.9854,5.9534,6.0473,0.1121,0.0472,0.0217,0.0108,0.0089,0.942
118,LLL,2,0.046,1.01,0.0084,13.6762,5.8489,5.6348,5.765,5.8489,5.7421,0.1929,0.237,0.0094,0.0084,0.0115,0.942
119,LLL,2,0.7622,1.01,0.0523,14.7736,6.3182,6.285,5.7951,6.3182,6.1303,0.2363,0.1764,0.0647,0.0523,0.0642,0.942
120,LLL,2,0.4113,1.01,0.03,15.3951,6.584,6.2653,6.584,5.7396,6.1898,0.3812,0.2358,0.035,0.0449,0.03,0.942
121,LLL,3,0.1149,1.0177,0.0095,19.754,8.4481,8.1944,8.369,8.4481,8.3148,0.3778,0.4913,0.0115,0.0095,0.0099,0.478
122,LLL,3,2.0005,1.0177,0.2099,19.6659,8.4105,8.4105,7.8054,8.2926,8.1567,0.2445,0.4661,0.2099,0.2121,0.2166,0.478
123,LLL,3,0.3115,1.0177,0.029,21.0427,8.9993,8.8862,8.9993,8.5143,8.7987,0.1995,0.155,0.029,0.032,0.0386,0.478
124,LLL,3,0.0233,1.0177,0.0054,20.0198,8.5618,8.3059,8.5618,8.5272,8.4201,0.541,0.6916,0.0089,0.0059,0.0054,0.478
125,LLL,3,0.5975,1.0177,0.0544,20.4117,8.7294,8.3748,7.8253,8.7294,8.2831,0.6458,0.4069,0.0606,0.0544,0.0635,0.478
126,LLL,3,0.2114,1.0177,0.0218,20.9623,8.9649,8.9649,7.6097,8.3377,8.2755,0.8535,0.2303,0.0218,0.0242,0.0277,0.478
127,LLL,3,0.8408,1.0177,0.0877,21.5195,9.2032,8.3301,9.2032,7.7707,8.4338,0.477,0.367,0.0904,0.0877,0.0957,0.478
128,LLL,3,0.0458,1.0177,0.0057,20.769,8.8822,8.8822,8.0761,8.1959,8.3837,0.205,0.3196,0.0081,0.0073,0.0057,0.478
129,LLL,3,0.1048,1.0177,0.0078,20.4555,8.7481,8.5287,8.7481,8.5849,8.6175,0.1574,0.1906,0.0078,0.0125,0.0093,0.478
130,LLL,3,0.0702,1.0177,0.0058,21.0421,8.999,8.1047,8.6911,8.999,8.5846,0.1574,0.5892,0.0109,0.0111,0.0058,0.478
131,LLL,3,0.3901,1.0177,0.039,19.9854,8.5471,8.2691,8.5471,2.6314,6.4673,2.1138,1.7768,0.0483,0.039,0.0412,0.478
132,LLL,3,0.3877,1.0177,0.0429,19.6696,8.412,8.1213,7.9583,8.412,8.1474,0.2741,0.4788,0.0429,0.0471,0.0442,0.478
133,LLL,3,0.1331,1.0177,0.0093,21.2331,9.0807,9.0807,8.857,8.4715,8.7612,0.43,0.7836,0.0093,0.0193,0.0116,0.478
134,LLL,3,0.0849,1.0177,0.0029,17.9036,7.6568,7.3703,7.6568,7.6051,7.5386,0.219,0.2226,0.0114,0.0029,0.0036,0.478
135,LLL,3,0.0066,1.0177,0.0048,21.2767,9.0994,8.6387,9.0994,7.9016,8.543,0.5033,0.2263,0.0107,0.0059,0.0048,0.478
136,LLL,3,0.1421,1.0177,0.0144,19.9813,8.5453,8.5453,7.7734,8.4399,8.2528,0.2154,0.2683,0.0165,0.0155,0.0144,0.478
137,LLL,3,0.2763,1.0177,0.028,20.5282,8.7792,8.7792,8.6771,7.6355,8.3534,0.0944,0.659,0.0369,0.028,0.0383,0.478
138,LLL,3,0.0434,1.0177,0.0039,20.7771,8.8857,8.3768,8.1013,8.8857,8.3973,0.7199,0.7434,0.0105,0.0039,0.0149,0.478
139,LLL,3,1.2788,1.0177,0.1394,20.558,8.792,8.7169,8.792,7.9196,8.4747,0.2019,0.3746,0.1394,0.1396,0.1493,0.478
140,LLL,3,0.146,1.0177,0.0152,21.862,9.3497,8.8748,7.7855,9.3497,8.6515,0.0767,0.8625,0.0152,0.0152,0.0203,0.478
141,LLL,3,0.1077,1.0177,0.0077,21.0506,9.0027,9.0027,8.4393,8.4164,8.6071,0.4734,0.2502,0.0099,0.0085,0.0077,0.478
142,LLL,3,0.1929,1.0177,0.0133,20.6725,8.8409,1.3544,7.1288,8.8409,5.7633,2.4215,2.1274,0.02,0.0243,0.0133,0.478
143,LLL,3,0.1824,1.0177,0.0157,19.9114,8.5154,8.2159,8.3237,8.5154,8.35,0.1813,0.1062,0.019,0.0157,0.0178,0.478
144,LLL,3,8.6397,1.0177,0.6576,13.9416,5.9624,5.2819,5.4821,5.9624,5.5735,0.1985,0.2529,0.6576,0.6772,0.6943,0.478
145,LLL,3,0.0467,1.0177,0.0034,20.7233,8.8627,8.6433,8.8627,8.579,8.6349,0.7107,0.7431,0.0035,0.0034,0.0062,0.478
146,LLL,3,0.0535,1.0177,0.0082,22.0724,9.4396,8.9505,8.9687,9.4396,9.0944,0.4745,0.5337,0.0099,0.0112,0.0082,0.478
147,LLL,3,0.6774,1.0177,0.0708,22.2682,9.5234,8.6121,8.1181,9.5234,8.7413,0.3298,0.6351,0.0708,0.074,0.085,0.478
148,LLL,3,0.0152,1.0177,0.0046,20.0256,8.5643,8.3349,8.3394,8.5643,8.4019,0.3567,0.261,0.0046,0.008,0.0111,0.478
149,LLL,3,4.8034,1.0177,0.4569,17.6443,7.5459,7.3565,7.5279,7.5459,7.4764,0.1072,0.0422,0.4634,0.4635,0.4569,0.478
150,LLL,3,21.9189,1.0177,0.9495,8.5579,3.6599,3.5391,3.1809,3.6599,3.4539,0.0239,0.2882,0.9495,0.951,0.9539,0.478
151,LLL,3,0.0299,1.0177,0.0024,20.7019,8.8535,8.577,0.2248,8.8535,5.8712,2.4802,3.1694,0.0092,0.0072,0.0024,0.478
152,LLL,3,0.063,1.0177,0.0046,21.3409,9.1268,9.0413,9.1268,8.6307,8.9325,0.2095,0.1062,0.0107,0.0046,0.0186,0.478
153,LLL,3,0.0695,1.0177,0.0049,20.888,8.9331,8.9331,7.8607,8.621,8.4517,0.4713,0.5632,0.0049,0.0083,0.0091,0.478
154,LLL,3,0.1994,1.0177,0.0205,21.6586,9.2627,9.2627,8.2545,8.2192,8.4778,1.134,0.8191,0.0329,0.0205,0.0264,0.478
155,LLL,3,0.1152,1.0177,0.0134,20.3757,8.714,0.2606,8.6025,8.714,5.8302,2.2945,3.278,0.0152,0.0146,0.0134,0.478
156,LLL,3,0.0438,1.0177,0.0015,20.0332,8.5676,7.8608,8.5676,8.404,8.2766,0.1332,0.2959,0.0126,0.0015,0.0083,0.478
157,LLL,3,0.2038,1.0177,0.0202,21.4961,9.1932,9.1932,7.7428,8.7151,8.4999,0.7649,0.7991,0.0278,0.0202,0.0207,0.478
158,LLL,3,14.0344,1.0177,0.8295,11.3857,4.8693,4.4796,4.8693,4.6317,4.6494,0.2172,0.2808,0.8295,0.8521,0.8438,0.478
159,LLL,3,0.1804,1.0177,0.0159,19.3138,8.2599,8.1168,7.6143,8.2599,7.6334,1.7361,1.6569,0.0205,0.0263,0.0159,0.478
160,LLL,3,0.2869,1.0177,0.0266,20.979,8.972,8.972,8.8753,8.0556,8.3671,1.2756,1.7562,0.0397,0.0266,0.0356,0.478
161,LLL,4,0.9489,1.0195,0.1004,18.7208,8.0062,8.0062,6.9011,7.8076,7.5277,0.9023,0.2828,0.1028,0.1067,0.1004,0.076
162,LLL,4,0.3465,1.0195,0.0375,21.4171,9.1594,8.0461,7.5387,9.1594,8.2468,0.4615,0.5152,0.0375,0.0415,0.0434,0.076
163,LLL,4,0.2607,1.0195,0.0227,17.0535,7.2932,6.8459,7.1334,7.2932,6.9623,0.8721,1.0394,0.0246,0.0275,0.0227,0.076
164,LLL,4,0.2864,1.0195,0.0352,20.1562,8.6201,8.2739,8.5846,8.6201,8.4886,0.1537,0.272,0.0352,0.0366,0.039,0.076
165,LLL,4,26.0037,1.0195,0.9507,7.5313,3.2209,2.7362,2.3761,3.2209,2.7669,0.1992,0.374,0.9507,0.9611,0.9849,0.076
166,LLL,4,0.4988,1.0195,0.0465,17.1293,7.3256,6.5556,7.2043,7.3256,6.9267,0.7978,0.9479,0.057,0.0465,0.0578,0.076
167,LLL,4,0.1322,1.0195,0.0088,19.9701,8.5405,8.5405,7.0292,7.6087,7.7173,0.2052,0.6945,0.0148,0.0088,0.0114,0.076
168,LLL,4,0.0488,1.0195,0.0065,23.4534,10.0302,10.0302,8.2484,7.6724,8.6349,0.6571,0.9179,0.0065,0.0084,0.0133,0.076
169,LLL,4,0.5137,1.0195,0.0552,17.4159,7.4482,7.4482,6.9271,7.0077,7.0817,0.6767,0.4987,0.0552,0.0573,0.0572,0.076
170,LLL,4,0.0699,1.0195,0.0077,19.0462,8.1454,8.1454,7.8397,7.8995,7.9492,0.3716,0.2739,0.0116,0.0077,0.0081,0.076
171,LLL,4,0.6715,1.0195,0.0731,20.3478,8.7021,8.475,8.7021,8.3649,8.5134,0.0284,0.172,0.0781,0.0758,0.0731,0.076
